sample_id,category,method,perturbation,expected_cf,pred_root,pred_cf,flipped,correct
RANSOMWARE_023,Ransomware,CoT,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_023,Ransomware,ToT,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_023,Ransomware,ToT,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_023,Ransomware,ToT,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_023,Ransomware,CVA,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_023,Ransomware,CVA,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_023,Ransomware,CVA,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_024,Ransomware,Direct,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,Direct,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,Direct,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_024,Ransomware,CoT,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,CoT,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,CoT,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_024,Ransomware,ToT,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,ToT,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,ToT,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_024,Ransomware,CVA,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,CVA,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_024,Ransomware,CVA,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_025,Ransomware,Direct,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,Direct,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,Direct,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_025,Ransomware,CoT,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,CoT,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,CoT,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_025,Ransomware,ToT,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,ToT,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,ToT,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
RANSOMWARE_025,Ransomware,CVA,modify_c2,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,CVA,remove_persistence,Ransomware,Ransomware,Ransomware,0,1
RANSOMWARE_025,Ransomware,CVA,remove_encryption_and_coercion,Backdoor,Ransomware,Ransomware,0,0
INFOSTEALER_001,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_001,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_001,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_001,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_001,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_002,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_002,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_002,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_002,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_002,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_003,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_003,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_003,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_003,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_003,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_004,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_004,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_004,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_004,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_004,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_005,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_005,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_005,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_005,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_005,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_006,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_006,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_006,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_006,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_006,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_007,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_007,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_007,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_007,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_007,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_008,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_008,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_008,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_008,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_008,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_009,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_009,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_009,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_009,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_009,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_010,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_010,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_010,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_010,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_010,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_011,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_011,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_011,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_011,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_011,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_012,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_012,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_012,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_012,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_012,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_013,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_013,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_013,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_013,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_013,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_014,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_014,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_014,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_014,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_014,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_015,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_015,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_015,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_015,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_015,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_016,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_016,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_016,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_016,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_016,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_017,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_017,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_017,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_017,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_017,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_018,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_018,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_018,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_018,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_018,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_019,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_019,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_019,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_019,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_019,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_020,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_020,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_020,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_020,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,CVA,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_020,Infostealer,CVA,remove_credential_access,Benign,Infostealer,Backdoor,1,0
INFOSTEALER_021,Infostealer,Direct,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_021,Infostealer,Direct,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_021,Infostealer,Direct,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_021,Infostealer,CoT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_021,Infostealer,CoT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_021,Infostealer,CoT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_021,Infostealer,ToT,modify_c2,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_021,Infostealer,ToT,remove_persistence,Infostealer,Infostealer,Infostealer,0,1
INFOSTEALER_021,Infostealer,ToT,remove_credential_access,Benign,Infostealer,Infostealer,0,0
INFOSTEALER_021,Infostealer,CVA,modify_c2,Infostealer,Infostealer,Infostealer,0,1
